13588	192	10816
1055	159	365
8356	110	11168
10450	66	2714
1460	45	2701
10934	22	12763
493	112	6494
10441	82	11544
2402	203	855
14195	103	153
3150	88	7056
10147	89	3537
9456	88	692
5549	45	6056
7612	72	8074
10346	187	11352
12734	103	2479
3975	205	3967
11757	45	10592
5845	195	468
946	143	5214
2999	172	9811
6831	112	13377
11442	126	6989
544	45	1600
5753	82	1143
5872	165	8092
14167	95	5511
10165	19	1045
13667	22	12381
3043	126	13105
13945	4	13933
10435	121	2462
2245	83	5228
5444	22	5147
8670	196	1003
13711	81	14406
1590	103	5214
13084	146	12747
10705	81	10366
8348	168	13849
6763	140	12965
4960	55	5338
10387	22	11655
484	140	2497
1793	11	5512
3986	181	6260
5882	116	1404
5224	103	8777
1686	1	1945
3159	88	2348
6114	83	2315
8132	103	11007
2383	81	2271
3722	154	6015
5258	195	7136
10032	97	12156
989	123	89
1922	103	2765
11102	221	8822
7814	158	12838
5978	66	10027
9988	209	11678
12143	207	1791
8592	126	4771
11015	12	2781
12948	11	1069
623	68	8447
10706	128	11494
2190	140	4388
12039	119	7838
8236	187	6235
4078	22	7333
7101	45	5993
4210	72	12443
630	66	10979
11971	213	11259
9716	11	11796
7058	78	4666
1934	103	2217
8835	121	7799
10001	39	3353
643	126	14425
10174	88	12148
8035	140	370
9840	4	6056
5826	187	2861
6793	83	12761
10446	103	9866
9244	140	2333
2615	182	13388
45	215	219
13587	174	9571
10331	82	11024
8486	22	2300
5829	127	4552
10831	45	2332
4672	146	3349
7069	155	2570
1313	64	10003
6727	89	6381
12339	7	2219
8549	90	6415
7678	103	6605
14139	41	5461
12723	55	12270
1299	176	14307
10301	112	9830
2776	123	1390
10433	140	2
1598	45	12112
8835	121	8947
7806	168	590
1348	95	4606
7310	140	4824
4797	112	3491
7106	97	1244
3678	22	2676
8033	127	1911
4843	1	4516
6276	218	2755
8648	192	9724
10301	188	3061
11095	112	2810
1715	212	11088
9500	112	11894
11808	24	10128
3218	104	9045
9210	140	3714
593	103	1423
10924	32	7289
6654	45	217
12268	112	3720
3223	226	12047
10040	1	7024
7650	176	10247
8686	188	396
2525	148	2462
10090	184	10837
1685	81	12484
3061	146	1253
4417	112	14036
1104	103	465
11199	127	4450
9722	68	13792
13041	95	4606
13942	143	506
5687	140	8810
5242	72	6500
409	19	12841
6721	126	12519
10962	187	11424
1273	140	6785
4714	212	475
11202	72	2092
566	55	10476
3219	97	8079
11704	112	2799
7780	112	1168
9719	45	7923
6558	140	11346
1267	187	4640
8571	14	10833
13096	45	11282
9286	41	2220
13254	173	7499
11183	45	6381
12699	24	620
1595	127	3014
11085	135	165
6888	82	6378
10785	45	9343
7567	13	10353
579	19	14088
9092	78	3057
14453	2	13501
8152	123	811
14154	140	9640
4222	112	11965
4172	11	5552
12889	45	8871
11313	41	7650
2891	55	6527
726	213	8281
13405	78	8341
10375	11	13211
9867	112	12916
7474	84	9324
12523	14	4224
4667	32	9303
3123	103	3615
6256	89	5226
13007	187	10438
7928	126	10120
5591	195	3002
3218	104	4995
1196	195	12370
3009	55	11109
10905	2	10223
9537	140	12636
11546	89	10980
1280	84	294
6575	30	7748
12311	26	11775
3302	154	1586
9547	81	14449
8368	140	14009
2850	188	13789
11676	112	10802
2932	11	4381
3738	209	2983
13567	22	13754
3900	190	9754
13186	121	910
6840	56	3940
9778	55	3287
579	112	6865
4463	188	11604
13262	22	7337
13509	66	4817
7141	208	9795
575	195	11430
3590	140	13480
13938	195	11311
3854	22	10110
10786	32	4544
962	103	3168
10226	97	12849
8234	72	14381
2413	126	11085
116	22	11897
12752	112	10934
7001	88	9903
14493	22	5578
3766	1	1940
10720	184	5628
14240	140	4128
11953	32	4572
7434	103	12130
10545	23	11090
2690	162	6932
10608	226	8878
1796	11	2782
4381	1	11924
50	195	4230
12306	112	9776
274	55	1429
1832	41	472
2602	89	10818
8290	55	1015
1666	45	1593
3267	188	9977
246	181	10858
4392	209	13768
6942	88	7213
4353	212	11635
1009	112	5539
5011	1	9407
12037	112	5815
460	95	3025
12393	112	9863
8141	168	11476
9384	81	14040
1175	55	12270
7050	205	12058
7008	103	599
1620	22	11933
1889	131	435
2383	16	2940
11009	127	4552
441	128	1365
4134	37	12243
3714	66	8818
12391	103	3174
11875	175	10613
4038	168	12256
54	81	5739
10027	96	998
773	45	701
3925	45	10530
13600	15	1942
8688	11	5654
13056	22	12646
10998	45	8837
3894	181	5119
5352	7	8301
10409	45	6424
4691	176	13249
13370	97	1566
7691	45	8162
103	207	77
10234	218	4353
11698	66	5936
5549	45	2054
10882	176	7654
14266	112	3399
8106	209	14156
11652	112	6223
12510	1	11270
8050	161	8065
7847	45	4952
103	29	7682
9205	195	10474
180	162	3188
6752	55	6915
10086	176	10597
168	45	8584
3517	45	12318
7259	89	11457
12619	116	4501
7267	163	12278
12306	188	13064
7051	196	12023
927	195	14116
11176	22	13700
7383	143	5463
7059	11	6123
7521	222	8175
11447	112	6076
7529	45	9677
902	32	11903
502	120	3020
6484	24	645
6416	123	731
1784	142	12158
11996	22	9705
1798	1	473
9120	11	6773
8833	154	11580
5227	45	13057
1375	112	11338
1983	170	10774
5800	23	11555
12274	39	5614
6407	22	12658
5829	131	5050
6794	143	111
7114	78	4238
2999	112	12713
12911	45	860
2970	24	13495
11649	88	5553
1679	121	3085
607	11	6496
1362	97	8382
1859	2	7403
3231	11	2766
4549	126	4453
3132	114	13278
3669	47	11409
4706	88	184
1231	127	1717
11076	168	14227
11423	121	11063
12069	22	9697
8799	78	5525
2441	2	4821
8609	66	9328
13774	97	1215
1934	103	7283
8754	188	5744
12829	104	10576
8216	112	10978
345	19	945
4753	4	7590
7819	123	12381
5010	2	11009
9667	81	10118
13079	192	9637
303	89	7383
13094	66	8285
5008	45	8791
9999	112	1820
11970	147	13700
11361	114	6925
10952	13	11102
11713	207	12186
162	77	12314
4935	22	10984
9363	146	488
10694	27	11102
3622	122	1483
4059	211	4295
10593	89	9661
14153	6	10030
4753	195	11027
13068	209	12738
8580	195	10801
8396	126	6103
12330	97	5296
8549	90	4853
10608	112	6719
9702	59	1936
6768	218	6468
1204	112	5622
4800	227	12047
6636	95	5752
1478	120	11715
13300	176	706
9322	11	341
4992	16	8171
12721	146	492
2517	154	2799
5310	120	12275
6048	68	9020
3453	154	13390
13973	55	566
10086	127	7035
13768	29	6718
13084	155	4725
6539	140	11225
12538	97	10052
5453	1	12578
14267	89	7567
4415	98	976
14258	22	11789
9867	112	13818
2434	55	2212
14224	155	10630
3379	89	14433
4450	181	3502
4268	218	6468
11011	177	14366
128	22	9238
14009	103	8629
12515	39	2934
902	142	4278
12765	110	3172
7975	55	13733
5093	1	11197
2788	55	12743
12408	123	12240
3214	103	12834
13196	45	2001
7591	97	6387
3203	11	9731
9988	209	8806
10558	22	3012
8534	2	11039
12569	187	8592
12277	213	13342
10809	126	9375
11926	188	11251
12846	11	2748
819	212	11011
1090	126	4940
10906	103	13375
1115	205	10302
7484	19	5056
6704	140	10809
2695	195	6783
1711	68	13329
13866	176	1920
7876	88	9394
13	1	10554
8171	112	13239
12966	146	2467
13472	11	11491
5332	229	13664
5324	140	4943
11053	45	4385
11962	45	9443
9000	26	7123
10911	66	11808
7076	88	3968
2250	181	13142
9474	140	7393
10954	103	911
13955	182	5540
2016	116	13895
8599	38	2525
13893	22	11480
4069	43	7837
3	24	11439
5321	11	9224
6509	55	9454
13073	218	5142
13430	126	8797
10709	32	7020
3045	22	11322
863	83	8875
3305	22	10697
2609	215	7063
7077	89	6247
7474	77	4399
14076	55	11602
1722	1	3210
4734	176	10445
1559	66	11569
1862	45	4730
2164	187	8167
6758	55	4937
13005	132	13317
13649	66	11707
9546	112	4381
49	11	5041
11846	143	3297
9824	72	220
6411	140	11887
1772	112	2753
5528	123	531
12766	195	5302
10430	173	5620
2157	55	3249
8124	1	10736
11068	218	6873
10915	188	13228
4282	195	1249
2961	143	12105
11564	112	12866
36	168	2274
12970	2	3302
9405	195	4650
2970	96	983
11981	96	13483
8440	205	10652
13810	112	13961
11178	140	8167
10214	81	14040
11941	165	305
7976	154	7481
6568	213	13342
14240	117	13514
7883	197	3963
6755	195	3268
4631	22	7314
3488	143	10763
2752	193	8912
1472	37	3619
9715	1	10150
2646	146	9832
11090	16	9175
12587	212	2842
5444	140	9169
13230	140	8810
8572	19	2420
4056	20	14436
5843	4	139
6144	45	923
8592	103	2230
14371	103	3262
5863	22	11060
7959	97	13742
13829	1	6566
14022	126	1615
807	11	7107
8988	109	8911
4043	1	6640
1014	22	811
7892	149	12241
8659	11	8615
1436	143	9185
10276	3	8809
653	72	2684
435	154	7563
10073	175	11410
4303	212	9612
11712	78	11444
7456	209	12210
2876	121	11761
1899	78	11676
4305	111	10967
5859	110	11696
7320	140	5997
9774	11	222
8129	103	13273
3088	45	13750
13689	140	6698
14089	82	1494
3237	29	12335
2336	1	5560
9585	206	2805
7208	212	12839
12744	45	9025
9601	112	6597
699	45	6334
13582	209	13049
5657	126	6742
1189	95	2871
8453	88	5762
11336	112	13775
2086	22	472
4117	13	6095
7266	123	8492
7667	97	2846
11420	140	13419
14182	158	9468
8287	140	1219
1531	97	6210
8384	82	4445
2072	140	5135
8668	22	3031
8073	1	8212
9564	22	10396
4216	103	7736
2860	181	14243
92	19	2884
3655	103	8671
12333	11	13816
9095	112	9740
9753	88	6382
7482	39	8197
2675	45	1071
3486	112	2556
2807	14	12548
5267	196	9034
13192	55	8435
11916	123	2758
699	187	13419
704	216	4759
4706	88	6787
7650	154	4210
13156	209	10056
2814	103	12113
7002	175	4147
12475	72	1713
1628	37	1628
5473	188	9368
4298	223	1332
1973	97	13270
750	6	5020
5707	97	5313
12748	112	10382
4791	11	13171
3450	162	6932
7397	112	4172
11185	22	12381
4856	78	4222
14264	22	1075
7029	89	938
13826	66	5032
3506	45	11927
3435	72	14068
9449	55	6029
8453	88	14233
8111	143	10515
14156	213	11899
10974	22	869
2520	155	9705
590	140	14310
12931	72	6613
5048	14	5599
11553	182	8956
8881	140	5689
13257	143	10234
467	1	183
10675	140	13419
8693	140	10748
12393	97	1888
6222	88	8898
4709	24	12544
2598	78	5164
9744	212	4268
8629	45	11382
9368	208	3001
3298	207	9691
6180	39	8509
13336	103	8514
4276	221	6515
5667	11	9095
13909	1	8080
12301	131	2860
2211	208	4386
11069	45	11867
13102	195	10140
3929	89	1280
5092	45	13227
9491	24	7994
7403	127	14307
9831	195	13098
10882	176	12662
10348	66	7790
10	112	9656
13993	43	4872
4313	190	6765
12853	213	11920
786	112	2947
2631	140	4321
1261	88	5166
1663	128	3746
8580	81	4147
4411	112	13651
260	78	2784
1784	32	587
8558	81	10105
2339	140	10748
10966	24	4291
10205	97	11884
4348	83	508
6368	188	10546
12108	59	14180
9356	123	5705
11867	116	6479
6598	1	10736
12074	123	9346
7650	176	10732
11547	168	8779
5314	97	1184
7725	1	2736
7305	95	1280
9844	1	8629
10466	11	12570
3655	103	10491
3655	103	9147
3649	102	11971
4244	103	11590
9538	143	13327
8921	80	2428
3682	72	4177
938	143	1337
1211	11	2064
1724	112	13472
10027	24	12892
7252	123	12240
8932	112	12510
3043	103	11878
8720	83	9382
8456	97	7544
12604	140	1292
3697	112	8342
13085	146	1923
13053	45	1280
8358	84	9266
8903	89	6203
12597	140	11663
5256	213	4784
3629	39	6382
10804	223	1332
5784	45	7383
14239	123	1574
3095	218	2755
3722	176	10597
9811	1	5629
8796	19	5972
13850	81	4272
8310	32	12202
5889	1	2916
11553	182	3973
3602	24	14197
11663	126	10742
8689	155	12512
10460	11	5697
8286	205	3411
3388	112	7684
11324	123	3709
5566	140	3043
5317	126	9221
8582	22	10396
8137	103	9387
3304	89	5144
677	24	9003
6515	121	7031
1280	55	13857
14341	45	938
12952	23	8746
1821	140	14181
5686	39	4286
5144	84	432
10373	112	9811
14349	80	3961
11386	4	846
8513	176	5021
13257	143	14003
4030	66	337
12502	95	10236
11831	66	11808
14181	66	12394
12856	97	2019
11877	1	1411
3410	24	12761
7668	103	9426
13262	140	4321
4374	22	1954
13003	112	2772
9490	32	84
8613	76	5311
12051	190	3717
3499	45	3837
12744	45	10413
6798	140	1203
10269	19	7884
5869	39	13822
9420	24	5668
12527	213	4784
13327	195	9538
2859	146	12256
2249	88	8328
10918	187	13649
331	131	14307
9478	82	721
4885	126	6771
12813	6	12938
8781	227	8311
1667	112	14006
2825	22	11976
928	121	2670
9098	22	3044
7113	213	9921
12560	22	12381
13535	147	3663
1166	230	2468
341	11	5314
2784	188	10546
6579	211	3117
1551	209	12974
12901	89	5144
12531	78	290
4319	140	7997
2201	11	9872
5628	19	8216
4263	1	1888
456	22	10396
7238	143	7670
1098	173	9019
2871	82	4986
11825	96	11688
9002	24	8604
533	140	2774
8833	176	8682
13861	68	9733
13281	39	13423
13795	9	13957
10235	11	1213
7669	233	7918
879	226	8875
9622	127	1920
8117	48	8806
13232	212	10067
1200	155	12977
14117	121	1503
816	1	6573
7779	140	1292
12394	24	8533
7822	140	13430
12593	173	1186
3899	66	6484
13315	103	7517
1784	32	5436
13688	1	8889
12974	213	4537
11925	225	13586
8766	209	10056
2216	112	10744
2529	97	9311
3429	143	12516
10547	77	7898
8320	123	1361
11674	187	1521
3413	177	4429
6571	97	4786
10818	27	4481
759	22	7922
3025	116	4249
883	195	7925
1407	45	3025
1839	98	3746
2168	112	8143
11547	168	12631
7113	213	2200
6603	71	10938
11865	11	12960
3019	207	3041
13222	195	10278
9103	22	10396
5237	22	12658
3010	82	2638
11129	225	10982
8358	27	9807
2721	140	8088
4651	103	3451
2523	11	6586
13709	112	5940
12972	103	5291
4088	127	10437
5697	11	6023
3347	126	5565
962	103	6328
13280	177	3883
7974	1	13960
8546	72	9088
1291	22	531
12350	97	7122
12788	78	12653
9303	222	9303
883	225	13644
5077	215	938
3629	39	9716
630	103	6860
6197	88	5953
2524	146	2903
1716	205	9452
10047	112	10259
12976	195	8716
12290	95	8011
13551	58	8774
7514	88	1722
8125	188	13781
4101	198	9268
9669	112	167
2793	114	3606
8834	220	2272
10673	119	10673
10197	126	10444
10077	78	7300
8032	78	9850
11650	192	5696
10056	213	13438
668	66	1416
11625	27	8743
7113	213	13404
7668	103	6121
5591	4	3480
12061	89	1280
5022	16	1082
3172	209	9891
8165	88	2447
7612	175	4147
4088	176	11791
4830	225	14177
3027	226	1069
3707	140	13748
830	78	11104
11364	55	8917
8731	187	245
13465	22	9373
13532	140	13935
7668	126	5361
10211	104	5924
8358	55	14033
12566	140	10472
4691	127	9408
10193	112	3396
3023	83	7933
1895	83	10064
5601	24	221
950	95	938
4093	55	10124
6843	106	7952
11508	123	14212
2580	188	11196
13453	195	2279
12909	112	2347
1237	126	4442
2716	45	2320
10825	218	2172
4238	22	10396
3769	7	4045
13850	45	787
1472	146	5677
76	81	9849
10994	146	9817
13174	123	8492
12972	103	356
13379	103	142
6391	88	825
12540	140	6402
7457	4	8955
6247	27	12439
6628	205	752
4030	103	3892
11875	1	12099
7042	81	3788
487	123	8492
9303	211	6745
7128	63	6047
6606	195	3395
10587	168	10784
10866	45	9977
9089	120	9088
1304	24	12926
5612	140	8834
4651	103	2002
9891	213	10752
7403	181	1441
8440	205	14008
1310	126	10648
6121	26	5356
5256	213	8383
5848	182	2388
7511	36	1280
664	106	4588
13451	11	4804
6238	140	5997
4581	126	9015
13939	140	12636
10519	39	10754
5634	195	12194
4400	88	13001
3160	112	2527
14284	112	13377
4104	1	2572
620	112	2900
4822	127	14485
784	45	8358
6163	4	1175
11102	229	6203
3942	43	2291
1777	195	8061
14358	140	10748
11621	45	9130
11665	11	780
1945	83	13567
14084	126	4439
1061	140	11212
3284	1	234
10300	135	11145
7492	90	1582
4667	32	4283
1446	18	3673
13572	213	13230
11228	140	13454
11889	140	4774
3043	103	1205
10069	1	13997
7681	112	10642
2856	175	4147
3491	105	14104
4692	140	3582
10051	4	11230
6356	112	10718
4932	140	5997
13180	226	2154
4471	6	13994
13714	176	14307
3298	207	1174
14485	176	8833
14307	176	3302
310	188	2229
1672	22	531
9867	140	11236
2765	45	10497
5092	218	1715
4610	103	12959
4329	2	13249
9452	155	12860
3110	140	7728
14240	172	6798
12370	0	14431
6860	45	4718
12582	19	13741
5022	16	2999
2941	188	4373
4823	187	13826
10319	123	12240
12056	112	12207
5567	225	10304
7277	209	10056
5543	176	12301
7176	37	7176
1820	188	8198
6835	55	3015
8796	19	12441
8133	1	8675
4635	45	13005
5332	221	1690
8450	55	4308
11995	126	3502
10825	123	1361
13490	32	11393
7886	112	12043
10237	78	5136
6389	95	1280
6000	89	1280
6379	45	13057
3237	213	13433
142	78	3231
4546	6	5020
3607	2	2860
11237	103	4872
10277	232	7529
8513	176	12301
13941	225	9360
10877	55	14379
1882	11	9059
9256	11	9123
1570	26	8511
4321	126	12287
12935	22	11655
2630	78	12868
10313	11	14025
4725	88	13472
10056	213	13046
8449	110	6354
3157	199	11594
14118	11	2064
938	27	12537
9368	208	2005
9084	59	7471
125	45	6840
74	127	11791
2495	45	10191
5724	214	14182
3751	178	4135
8310	32	11769
12281	22	14457
6150	21	13920
12840	22	1075
12770	126	10650
9382	140	12770
9478	148	1280
2160	22	13176
2994	6	10303
11587	45	9130
2348	130	5347
7347	209	12974
10318	112	515
8307	195	1048
8061	143	2495
9936	14	12625
6615	66	13473
10989	140	8132
4030	66	1640
3850	89	11761
13818	89	5144
6771	1	10458
14047	103	6514
14441	59	7471
2024	182	8154
4422	123	1361
9245	140	4651
95	97	6060
558	1	2179
10043	140	6157
9640	103	12005
9659	88	3763
10452	112	10425
7650	127	7035
14019	112	174
10363	112	10806
11712	4	11400
1168	112	5981
1212	97	8210
3845	112	5947
13257	143	637
2781	188	5641
4616	154	11105
6498	152	1280
3410	96	6498
180	54	5370
2833	1	5887
8095	154	5892
6849	221	3521
12468	195	7220
10855	66	3532
7028	195	4230
6609	89	1280
1667	1	5303
290	212	5404
928	121	9661
167	1	10346
3347	220	10968
11953	32	7222
6386	213	4784
6981	22	14457
6909	112	9291
6264	154	12842
12272	45	1280
5419	19	10165
10351	208	13062
4030	103	8480
11222	103	4036
12494	103	7902
3718	112	13377
107	22	11933
902	32	2159
1218	143	8279
10753	97	12203
11456	11	3105
14062	209	9891
1943	233	2860
6798	140	11995
12308	45	3705
12239	2	11199
8833	154	8615
9629	16	779
330	45	1280
3186	112	9987
14135	140	9640
3517	45	8763
4605	1	7290
3710	22	14457
3429	143	12932
8033	154	11356
10616	112	242
13362	112	2655
13585	104	1351
9319	1	12152
4398	123	1361
1067	112	10213
8776	40	2418
4368	176	5021
1272	11	14049
9900	95	1280
101	1	12213
3358	95	1280
13928	152	11402
8022	140	13748
5863	112	12475
3616	11	1923
7411	195	3429
14053	205	1549
10205	2	13249
7836	66	3628
5756	22	11655
1742	88	3811
14133	22	9624
3780	78	8655
13276	109	1648
11331	190	5202
11395	162	6932
1715	97	10429
4037	144	14185
8124	89	1280
1866	146	11911
10736	45	2320
4581	103	12076
12824	112	1670
3212	82	13009
13523	140	8214
9108	123	12905
6147	72	3804
11433	11	13471
4452	187	3277
10888	140	10480
10996	159	1606
1477	114	12731
6290	49	12337
14341	45	10191
13466	2	9911
7552	59	9510
571	120	13474
6870	221	6140
65	15	938
13257	143	6349
10100	112	2424
3564	187	7733
12860	30	6817
647	1	5404
5657	126	9309
13477	140	5309
11104	97	8974
1168	188	9967
9169	103	6206
2532	195	4230
11204	121	7426
2731	121	11761
92	22	14457
5544	227	13762
8786	45	1280
11791	176	7976
3837	84	7838
3266	41	7918
9854	81	9336
3676	1	9391
1753	78	9816
10786	32	11903
1724	11	7886
283	195	8716
3655	103	979
7667	97	5394
4840	11	8081
4482	140	1292
4685	103	13100
472	176	12662
8032	195	8166
8082	214	14182
7822	135	12154
12360	218	2900
6135	111	341
1056	146	6836
5151	45	4975
3060	11	10404
469	225	9382
9947	126	8388
4520	195	13756
12738	213	12102
2053	78	4382
13587	155	8724
9003	22	11933
14363	112	6703
3620	127	3894
1280	55	5929
3766	97	10371
1379	112	3331
10022	97	12003
4387	112	9404
1004	39	7185
6846	123	827
14103	195	12194
3213	89	6203
11831	126	4439
6221	72	11922
4061	40	10688
12347	1	14286
4483	97	8706
1280	55	9632
1765	22	7358
3652	103	11498
4367	131	10223
10749	22	869
8286	205	5107
8272	59	1936
14401	112	233
5144	55	5054
12772	218	1772
13180	97	14213
1717	127	8651
10299	140	12626
10831	45	10497
5103	45	2462
3655	103	12203
8061	143	7160
11801	45	2670
8354	127	7976
5000	126	596
11221	11	9244
1828	27	3168
625	195	13756
7632	11	14049
7565	1	2209
3298	207	10019
233	22	3044
718	229	6203
10056	213	5085
819	212	7019
3645	94	9849
3540	182	3318
8374	121	14435
13240	155	5751
8576	55	994
7835	55	204
2658	64	1280
4706	88	1931
12961	96	12251
1643	89	6203
3493	19	9232
12218	40	10585
8304	188	13069
4644	29	12804
13302	45	4750
7414	24	3647
283	218	6506
1159	93	6547
13451	1	10362
3655	103	8551
6762	37	6762
12375	1	9160
14124	72	10629
10815	96	10515
3655	103	6438
8840	121	1108
9035	193	12194
369	140	10348
12746	89	1280
13678	103	1411
14131	89	1280
7289	222	7289
11676	140	3043
14092	22	11933
3867	140	7332
4376	159	6771
11889	112	11235
6015	89	938
335	22	1075
